what,kind,bundleId,bundleVersion,description,time
started,bundle,com.google.gdt.eclipse.platform.e36,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.e36",1296086027515
started,bundle,com.google.gdt.eclipse.platform.shared,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.shared",1296086027515
started,bundle,com.google.gdt.eclipse.suite,1.4.2.v201012211742,"com.google.gdt.eclipse.suite",1296086027515
started,bundle,com.google.gwt.eclipse.core,1.4.2.v201012211742,"com.google.gwt.eclipse.core",1296086027515
os,sysinfo,,,"win32",1296086027515
arch,sysinfo,,,"x86",1296086027515
ws,sysinfo,,,"win32",1296086027515
locale,sysinfo,,,"en_US",1296086027515
processors,sysinfo,,,"2",1296086027515
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1296086027515
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1296086027515
java.specification.name,sysinfo,,,"Java Platform API Specification",1296086027515
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296086027515
java.specification.version,sysinfo,,,"1.6",1296086027515
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1296086027515
java.version,sysinfo,,,"1.6.0_23",1296086027515
java.vm.info,sysinfo,,,"mixed mode, sharing",1296086027515
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1296086027515
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1296086027515
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296086027515
java.vm.specification.version,sysinfo,,,"1.0",1296086027515
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1296086027515
java.vm.version,sysinfo,,,"19.0-b09",1296086027515
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296086037421
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1296086042500
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.run",1296086045015
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1296086045046
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1296086045187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296086063671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296086257625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296086258359
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296086260484
